Lat,Lon,HDI,Lake_ID,District,State
23.84539624,86.78452465,0.632112742,52,DHANBAD,JHARKHAND
18.395375,82.559375,0.552559797,53,VISAKHAPATNAM,ANDHRA_PRADESH
18.3836012,79.10519634,0.643876743,54,SIDDIPET,TELANGANA
12.800319,76.00575625,0.592093904,55,HASSAN,KARNATAKA
29.57956594,78.76631633,0.620129248,56,PAURI_GARHWAL,UTTARAKHAND
21.71948584,79.23103189,0.569841408,57,NAGPUR,MAHARASHTRA
21.425,71.7056875,0.599484209,58,BHAVNAGAR,GUJARAT
16.563272,80.400745,0.659149016,59,GUNTUR,ANDHRA_PRADESH
25.31037699,85.95853363,0.590588103,60,LAKHISARAI,BIHAR
16.12459202,74.58169143,0.622842574,61,BELAGAVI,KARNATAKA
19.13339834,76.13022103,0.647240785,62,BID,MAHARASHTRA
23.03047376,86.01313359,0.582552542,63,SARAIKELA_KHARSAWAN,JHARKHAND
22.7931192,72.02269787,0.575459423,64,SURENDRANAGAR,GUJARAT
23.6247035,86.70200025,0.629618119,65,PURULIYA,WEST_BENGAL
23.07696714,78.02551855,0.615677516,66,RAISEN,MADHYA_PRADESH
11.44108356,77.06800821,0.600672562,67,ERODE,TAMIL_NADU
24.16808809,87.28268196,0.575575695,68,DUMKA,JHARKHAND
23.0235749,73.76712721,0.554755749,69,PANCH_MAHALS,GUJARAT
33.51625,78.90875,0.458033453,70,LEH,LADAKH
11.95532631,76.2881154,0.637694009,71,MYSURU,KARNATAKA
23.48784591,77.50001609,0.598928756,72,BHOPAL,MADHYA_PRADESH
23.52221877,69.60803222,0.445587085,74,KACHCHH,GUJARAT
20.49411737,74.66692247,0.637867915,75,NASHIK,MAHARASHTRA
17.82356166,77.33400365,0.635660879,76,BIDAR,KARNATAKA
19.3324145,74.514444,0.653090482,77,AHAMADNAGAR,MAHARASHTRA
20.84273443,80.20621531,0.559236262,78,GONDIA,MAHARASHTRA
28.77922937,80.08140225,0.593570722,79,PILIBHIT,UTTAR_PRADESH
24.26285224,73.98830006,0.636069458,80,UDAIPUR,RAJASTHAN
17.32231798,82.06343477,0.600878235,81,EAST_GODAVARI,ANDHRA_PRADESH
22.35378752,79.60074196,0.581165745,82,SEONI,MADHYA_PRADESH
24.66548899,92.43824645,0.609181003,83,KARIMGANJ,ASSAM
24.33621691,85.44206783,0.638640675,84,KODARMA,JHARKHAND
20.18383107,73.11373911,0.55781205,85,VALSAD,GUJARAT
13.85042794,76.4418658,0.593302032,86,CHITRADURGA,KARNATAKA
18.53300034,73.45979619,0.608374836,87,PUNE,MAHARASHTRA
20.30131518,81.79903827,0.575911977,88,DHAMTARI,CHHATTISGARH
18.57928439,76.11475087,0.648106837,89,USMANABAD,MAHARASHTRA
9.77775,77.0271875,0.68839957,90,IDUKKI,KERALA
34.8854673,79.35078173,,91,LEH,LADAKH
23.72785543,85.79178952,0.656478356,92,BOKARO,JHARKHAND
22.3013891,84.61807036,0.565513564,94,SUNDARGARH,ODISHA
18.1991045,73.81375825,0.640959685,95,PUNE,MAHARASHTRA
14.58923529,79.85683084,0.629650473,96,POTTI_SRIRAMULU_NELLORE,ANDHRA_PRADESH
13.65558603,75.0873539,0.594883972,97,SHIVAMOGGA,KARNATAKA
22.30982028,82.22415308,0.591602301,98,BILASPUR,CHHATTISGARH
19.82721705,73.51771857,0.570900713,99,NASHIK,MAHARASHTRA
20.17639588,79.29489781,0.629263742,100,CHANDRAPUR,MAHARASHTRA
20.13009646,77.75426447,0.694931312,101,YAVATMAL,MAHARASHTRA
24.33026116,72.39732123,0.584001186,102,BANAS_KANTHA,GUJARAT
26.14300504,92.56051747,0.5746171,103,NAGAON,ASSAM
19.6220355,76.9083645,0.5729832,104,PARBHANI,MAHARASHTRA
20.85275093,79.05083784,0.644786211,105,NAGPUR,MAHARASHTRA
25.55270462,79.68876331,0.531106183,106,HAMIRPUR,UTTAR_PRADESH
21.33042426,86.2824282,0.549759145,107,KEONJHAR_KENDUJHAR,ODISHA
23.45150646,85.50796007,0.560256383,108,RANCHI,JHARKHAND
18.7259365,74.45402273,0.659275042,109,AHAMADNAGAR,MAHARASHTRA
13.18330525,79.85614256,0.666000739,110,TIRUVALLUR,TAMIL_NADU
20.67210057,81.17126281,0.594021688,111,BALOD,CHHATTISGARH
12.11322482,79.86905522,0.699254851,112,VILLUPURAM,TAMIL_NADU
10.24502263,76.74522001,0.691773894,113,ERNAKULAM,KERALA
24.85093165,82.53006234,0.520583795,114,MIRZAPUR,UTTAR_PRADESH
25.60974324,85.56028031,0.572142584,115,SAMASTIPUR,BIHAR
18.05102844,76.39691355,0.629269308,116,LATUR,MAHARASHTRA
21.0384648,80.46157482,0.59426494,117,RAJ_NANDGAON,CHHATTISGARH
14.8688245,74.4129405,0.658518804,118,UTTARA__KANNADA,KARNATAKA
16.6442555,79.9636245,0.607837711,119,SURYAPET,TELANGANA
23.47419367,91.85756008,0.598557515,120,DHALAI,TRIPURA
19.7275,73.705125,0.643119343,121,NASHIK,MAHARASHTRA
23.24906634,77.34409496,0.713047513,122,BHOPAL,MADHYA_PRADESH
23.58375555,69.3201747,0.480246815,123,KACHCHH,GUJARAT
21.78053574,73.53308864,0.536907107,124,NARMADA,GUJARAT
17.70321385,80.64021568,0.622039547,125,BHADRADRI_KOTHAGUDEM,TELANGANA
28.95978681,79.8414201,0.687512373,126,UDHAM_SINGH_NAGAR,UTTARAKHAND
24.73666015,92.7501577,0.620234177,127,CACHAR,ASSAM
17.9770405,73.796713,0.692253997,128,SATARA,MAHARASHTRA
15.67844502,77.59769966,0.608179732,129,KURNOOL,ANDHRA_PRADESH
23.32862141,73.45622194,0.58181608,130,ARAVALLI,GUJARAT
18.90103335,73.51904013,0.631567221,131,PUNE,MAHARASHTRA
23.94391858,85.7434846,0.605354129,132,BOKARO,JHARKHAND
21.18216862,82.2244124,0.585930536,133,MAHASAMUND,CHHATTISGARH
17.25827194,79.50036304,0.6237768,134,SURYAPET,TELANGANA
14.1302684,75.90932748,0.634517527,135,DAVANGERE,KARNATAKA
25.24521241,85.89706644,0.558305246,136,NALANDA,BIHAR
18.68625,73.454625,0.648827855,137,PUNE,MAHARASHTRA
24.68961384,79.8345879,0.589031452,138,CHHATARPUR,MADHYA_PRADESH
20.51927385,81.68356188,0.560496649,139,DHAMTARI,CHHATTISGARH
22.4525742,73.88302977,0.586574126,141,CHHOTA_UDEPUR,GUJARAT
25.02667641,82.94674543,0.595650516,142,MIRZAPUR,UTTAR_PRADESH
11.3332273,79.53219322,0.693772739,143,CUDDALORE,TAMIL_NADU
25.73102606,73.367107,0.735117515,144,PALI,RAJASTHAN
17.9645462,81.86348839,0.582436919,145,MALKANGIRI,ODISHA
24.34385991,78.69611718,0.534840019,146,LALITPUR,UTTAR_PRADESH
21.50444835,79.18154826,0.548162029,147,NAGPUR,MAHARASHTRA
25.03625,73.176875,0.642367666,148,PALI,RAJASTHAN
10.04924319,77.56304485,0.671493289,149,TENI,TAMIL_NADU
19.81050975,73.62614073,0.649317792,150,NASHIK,MAHARASHTRA
22.57956679,80.09865695,0.537643463,151,MANDLA,MADHYA_PRADESH
24.947,78.4721875,0.558000344,152,LALITPUR,UTTAR_PRADESH
18.84669678,77.27292218,0.631865157,153,NANDED,MAHARASHTRA
15.58356572,79.06419473,0.570023965,154,PRAKASAM,ANDHRA_PRADESH
20.30329373,85.54506644,0.594057141,155,CUTTACK,ODISHA
19.1288521,78.74676959,0.626365563,156,NIRMAL,TELANGANA
17.11029076,81.21985112,0.633722042,157,WEST_GODAVARI,ANDHRA_PRADESH
24.11268973,88.19029454,0.635183586,158,MURSHIDABAD,WEST_BENGAL
20.03058515,73.658784,0.635795716,159,NASHIK,MAHARASHTRA
13.16222951,80.17117902,0.735475709,160,TIRUVALLUR,TAMIL_NADU
17.37607783,78.29429556,0.648400948,161,RANGAREDDY,TELANGANA
25.4170542,85.83726591,0.5835682,162,PATNA,BIHAR
31.30591097,76.68077669,0.692837223,163,BILASPUR,HIMACHAL_PRADESH
24.83525992,82.44054413,0.482041458,164,MIRZAPUR,UTTAR_PRADESH
19.95851613,85.68940155,0.612488163,165,PURI,ODISHA
18.23175354,79.94189862,0.629859919,166,MULUGU,TELANGANA
15.124625,74.79075,0.616890432,167,UTTARA__KANNADA,KARNATAKA
17.75759746,73.87183394,0.654134756,168,SATARA,MAHARASHTRA
10.38449785,76.80579974,0.616088373,169,PALAKKAD,KERALA
8.919755412,77.1249358,0.677761281,170,KOLLAM,KERALA
24.427173,72.3148535,0.526865962,171,BANAS_KANTHA,GUJARAT
22.41031466,81.60254058,0.551403254,172,MUNGELI,CHHATTISGARH
18.378625,73.529375,0.619933585,173,PUNE,MAHARASHTRA
12.18466113,78.81747102,0.615445081,174,TIRUVANNAMALAI,TAMIL_NADU
24.49944078,78.58704932,0.538020032,175,LALITPUR,UTTAR_PRADESH
29.13473784,79.29215796,0.677319209,176,UDHAM_SINGH_NAGAR,UTTARAKHAND
21.40240377,79.37159877,0.650761579,177,NAGPUR,MAHARASHTRA
25.12492292,79.67441543,0.545826875,178,MAHOBA,UTTAR_PRADESH
26.0034671,73.39579279,0.573117613,179,PALI,RAJASTHAN
19.1874755,73.3809505,0.673230932,180,THANE,MAHARASHTRA
26.586125,77.430375,0.667961721,181,DHAULPUR,RAJASTHAN
20.73147332,81.10866714,0.602516292,182,BALOD,CHHATTISGARH
22.942625,77.3114375,0.543908262,183,SEHORE,MADHYA_PRADESH
16.39327382,73.91221205,0.592016557,184,KOLHAPUR,MAHARASHTRA
12.22673436,79.95240857,0.661715106,185,VILLUPURAM,TAMIL_NADU
25.42401738,85.49957339,0.600895524,186,NALANDA,BIHAR
23.82401892,87.93932024,0.619867344,187,MURSHIDABAD,WEST_BENGAL
25.87455214,75.99771546,0.646152268,188,BUNDI,RAJASTHAN
24.69142939,81.11645029,0.561088088,189,SATNA,MADHYA_PRADESH
24.68154071,74.73241579,0.666642704,190,CHITTAURGARH,RAJASTHAN
26.20998357,77.98407647,0.507716005,191,GWALIOR,MADHYA_PRADESH
25.19940883,79.08349547,0.578360445,192,JHANSI,UTTAR_PRADESH
24.76384183,82.30890649,0.471481105,193,MIRZAPUR,UTTAR_PRADESH
26.22132366,76.09186381,0.595447941,194,SAWAI_MADHOPUR,RAJASTHAN
20.71805547,79.14796316,0.587686712,195,NAGPUR,MAHARASHTRA
19.5702094,73.26598525,0.657680956,196,THANE,MAHARASHTRA
26.9085,83.112875,0.600531991,197,SANTKABIRNAGAR,UTTAR_PRADESH
20.289625,73.7593125,0.650937378,198,NASHIK,MAHARASHTRA
19.92225,85.6588125,0.616089453,199,PURI,ODISHA
17.94848873,80.01174191,0.604763732,200,MAHABUBABAD,TELANGANA
17.67113609,73.8809697,0.594593049,201,SATARA,MAHARASHTRA
25.50593086,92.69781265,0.602595101,202,DIMA_HASAO,ASSAM
25.1615406,78.50617258,0.537980756,203,LALITPUR,UTTAR_PRADESH
22.0054799,69.48216383,0.6078603,204,DEVBHUMI_DWARKA,GUJARAT
25.48897937,75.42974678,0.656827014,205,BUNDI,RAJASTHAN
29.31939261,74.0643988,0.557147526,206,HANUMANGARH,RAJASTHAN
21.05881262,84.02315854,0.548804192,207,SAMBALPUR,ODISHA
19.9234368,73.08102834,0.609839606,208,PALGHAR,MAHARASHTRA
21.77330133,69.54044343,0.588441179,209,PORBANDAR,GUJARAT
28.00461721,76.97252087,0.656179028,210,MEWAT,HARYANA
17.64211457,82.4565901,0.587919678,211,VISAKHAPATNAM,ANDHRA_PRADESH
22.38530257,70.40349524,0.587656895,212,JAMNAGAR,GUJARAT
24.48268724,88.00627273,0.628500025,213,MURSHIDABAD,WEST_BENGAL
17.31371294,78.35398144,0.696064278,214,RANGAREDDY,TELANGANA
29.36583981,74.08604623,0.573739328,215,HANUMANGARH,RAJASTHAN
19.24924426,73.77102835,0.650843526,216,PUNE,MAHARASHTRA
12.49199719,75.87598309,0.654281418,217,KODAGU,KARNATAKA
24.74686253,92.9573734,0.577938324,218,CACHAR,ASSAM
23.91930277,71.39514128,0.514968283,219,PATAN,GUJARAT
25.69038008,72.90267526,0.614721563,220,PALI,RAJASTHAN
29.31975,78.9365625,0.65658458,221,UDHAM_SINGH_NAGAR,UTTARAKHAND
25.76572712,85.55241298,0.594974598,222,VAISHALI,BIHAR
14.31635332,79.98985725,0.647439179,223,POTTI_SRIRAMULU_NELLORE,ANDHRA_PRADESH
25.637125,77.863,0.557564286,224,SHIVPURI,MADHYA_PRADESH
20.67735221,81.22070201,0.609645333,225,BALOD,CHHATTISGARH
27.47145879,75.22844309,0.53616499,226,SIKAR,RAJASTHAN
12.3476121,80.03696325,0.649004931,227,CHENGALPATTU,TAMIL_NADU
14.52054989,76.82593564,0.600072393,228,CHITRADURGA,KARNATAKA
25.38836725,74.51451333,0.713312462,229,BHILWARA,RAJASTHAN
17.60041824,74.85833627,0.645597201,230,SATARA,MAHARASHTRA
17.21847457,80.37715484,0.617504527,231,KHAMMAM,TELANGANA
21.406375,69.9723125,0.599990967,232,PORBANDAR,GUJARAT
26.29025,85.5865625,0.563253734,233,MUZAFFARPUR,BIHAR
14.8378804,78.31874559,0.640635907,234,Y_S_R_KADAPA,ANDHRA_PRADESH
27.07531658,70.98201508,0.516725173,235,JAISALMER,RAJASTHAN
26.22645705,94.29646119,0.65111967,236,WOKHA,NAGALAND
25.37738105,79.67982588,0.583693489,237,MAHOBA,UTTAR_PRADESH
18.35225724,73.56290708,0.624142074,238,PUNE,MAHARASHTRA
9.509511612,76.4598682,0.729556016,239,ALAPPUZHA,KERALA
26.56308946,83.4080116,0.607393628,240,GORAKHPUR,UTTAR_PRADESH
20.24626569,79.8227701,0.560605116,241,CHANDRAPUR,MAHARASHTRA
23.266125,73.913875,0.568489612,242,MAHISAGAR,GUJARAT
19.83018976,77.66776627,0.610021951,243,YAVATMAL,MAHARASHTRA
9.527,77.171875,0.645669563,244,IDUKKI,KERALA
17.74777111,75.91663734,0.675778389,245,SOLAPUR,MAHARASHTRA
24.140125,74.617875,0.622046985,246,PRATAPGARH,RAJASTHAN
24.850923,83.31511058,0.498148764,247,CHANDAULI,UTTAR_PRADESH
23.54297973,69.87264652,0.468043769,248,KACHCHH,GUJARAT
34.105375,74.87075,0.765294181,249,SRINAGAR,JAMMU_AND_KASHMIR
18.0953485,73.70697125,0.579646663,250,PUNE,MAHARASHTRA
26.45482677,76.31320054,0.652633745,251,SAWAI_MADHOPUR,RAJASTHAN
16.54023977,78.65691632,0.598299749,252,NAGARKURNOOL,TELANGANA
21.86592849,70.52651677,0.617528912,253,RAJKOT,GUJARAT
21.141875,85.6079375,0.524548887,254,KEONJHAR_KENDUJHAR,ODISHA
18.81455634,73.45568908,0.614683547,255,PUNE,MAHARASHTRA
23.69661997,69.64776331,0.48603895,256,KACHCHH,GUJARAT
26.92709133,75.13946173,0.670860457,257,JAIPUR,RAJASTHAN
24.99728796,87.8109493,0.615136562,258,SAHIBGANJ,JHARKHAND
17.21883673,79.90098054,0.607628949,259,KHAMMAM,TELANGANA
26.15329696,83.72432565,0.593534925,260,MAU,UTTAR_PRADESH
20.46247024,77.15358866,0.612474827,261,AKOLA,MAHARASHTRA
18.26112826,78.54143725,0.613631833,262,KAMAREDDY,TELANGANA
20.98099964,78.71203465,0.605975261,263,WARDHA,MAHARASHTRA
25.97288631,90.16457223,0.624905665,264,GOALPARA,ASSAM
16.46824265,79.53427551,0.617368646,265,GUNTUR,ANDHRA_PRADESH
25.4382675,78.720042,0.585576326,266,JHANSI,UTTAR_PRADESH
25.84516655,73.25066156,0.590728029,267,PALI,RAJASTHAN
18.13694697,78.18040819,0.596617706,268,MEDAK,TELANGANA
18.3756945,81.94161079,0.596612705,269,MALKANGIRI,ODISHA
18.14025,80.072125,0.596936058,270,MULUGU,TELANGANA
13.8036654,80.06499675,0.625272705,271,POTTI_SRIRAMULU_NELLORE,ANDHRA_PRADESH
26.07037187,76.32541838,0.716433971,272,SAWAI_MADHOPUR,RAJASTHAN
14.8684733,77.38725034,0.590945573,273,ANANTAPUR,ANDHRA_PRADESH
25.84759248,84.17644281,0.610452652,274,BALLIA,UTTAR_PRADESH
24.27206913,92.75088251,0.644073824,275,KOLASIB,MIZORAM
25.1991753,82.39396418,0.582574456,276,MIRZAPUR,UTTAR_PRADESH
25.7795578,84.91103008,0.57609869,277,SARAN,BIHAR
12.93741736,79.44635006,0.669907252,278,RANIPPETTAI,TAMIL_NADU
22.33078577,69.95881785,0.652608857,279,JAMNAGAR,GUJARAT
14.78646949,77.69754043,0.609011686,280,ANANTAPUR,ANDHRA_PRADESH
25.36333172,85.75940322,0.565601774,281,PATNA,BIHAR
21.47863099,84.54714497,0.524284152,282,DEOGARH,ODISHA
8.456234246,77.3202181,0.682815282,283,KANYAKUMARI,TAMIL_NADU
24.98416132,75.88441328,0.658643058,284,KOTA,RAJASTHAN
25.65011059,86.28528188,0.580910554,285,SAMASTIPUR,BIHAR
20.22834418,73.70331008,0.651296348,286,NASHIK,MAHARASHTRA
24.91501036,83.17689417,0.545011504,287,CHANDAULI,UTTAR_PRADESH
15.11501316,79.46565114,0.585147858,288,PRAKASAM,ANDHRA_PRADESH
26.14411822,89.98669731,0.58978552,289,KOKRAJHAR,ASSAM
24.96726829,83.30069068,0.544902855,290,CHANDAULI,UTTAR_PRADESH
28.90225,79.6100625,0.626899871,291,UDHAM_SINGH_NAGAR,UTTARAKHAND
11.43322263,79.09088519,0.671357759,292,CUDDALORE,TAMIL_NADU
25.81445088,74.79304559,0.650720163,293,BHILWARA,RAJASTHAN
12.95103254,76.86588965,0.668150647,294,TUMAKURU,KARNATAKA
23.71727049,73.04249831,0.557636169,295,SABAR_KANTHA,GUJARAT
25.23107939,75.69242131,0.678294341,296,BUNDI,RAJASTHAN
14.56972715,79.37188153,0.615767786,297,POTTI_SRIRAMULU_NELLORE,ANDHRA_PRADESH
25.87267758,86.30392914,0.549583588,298,DARBHANGA,BIHAR
25.732199,74.93881085,0.617052699,299,BHILWARA,RAJASTHAN
26.28048055,90.38681009,0.596749876,300,DHUBRI,ASSAM
17.66536277,78.06162618,0.683205411,301,SANGAREDDY,TELANGANA
12.87269325,79.84637371,0.645854219,302,KANCHIPURAM,TAMIL_NADU
27.04621477,70.86274794,0.549988999,303,JAISALMER,RAJASTHAN
22.515125,88.830875,0.600855813,304,NORTH_TWENTY_FOUR_PARGANAS,WEST_BENGAL
18.406625,73.720625,0.705024741,305,PUNE,MAHARASHTRA
22.05475,86.804875,0.595627853,306,MAYURBHANJ,ODISHA
23.49250765,73.37519533,0.623887318,307,ARAVALLI,GUJARAT
23.60478309,69.55136483,0.515617323,308,KACHCHH,GUJARAT
22.13657525,78.19084182,0.644726996,309,BETUL,MADHYA_PRADESH
28.28607901,81.0652845,0.59042969,310,BAHRAICH,UTTAR_PRADESH
20.17644875,80.61919678,0.577341994,311,UTTAR_BASTAR_KANKER,CHHATTISGARH
20.56746453,79.04580331,0.605502468,312,WARDHA,MAHARASHTRA
21.2776755,73.4056085,0.634968649,313,SURAT,GUJARAT
13.829249,75.522007,0.624413356,314,SHIVAMOGGA,KARNATAKA
24.2375,79.0473125,0.577822739,315,SAGAR,MADHYA_PRADESH
11.94377677,76.44259803,0.610120423,316,MYSURU,KARNATAKA
21.2107002,80.41918129,0.586389676,317,GONDIA,MAHARASHTRA
13.41535049,79.72661269,0.624613009,318,CHITTOOR,ANDHRA_PRADESH
25.0795145,73.88451611,0.743741312,319,RAJ_SAMAND,RAJASTHAN
18.7292359,79.46634017,0.698736921,320,PEDDAPALLI,TELANGANA
24.242625,92.872125,0.670179766,321,AIZAWL,MIZORAM
26.20950122,75.39341412,0.616743896,322,TONK,RAJASTHAN
20.3039074,77.9232929,0.628829699,323,YAVATMAL,MAHARASHTRA
12.49593437,78.17417105,0.665045486,324,KRISHNAGIRI,TAMIL_NADU
8.592125,78.1259375,0.717086807,325,TUTICORIN,TAMIL_NADU
25.76235275,86.29581922,0.582258163,326,DARBHANGA,BIHAR
24.86809712,86.64383566,0.517459954,327,BANKA,BIHAR
25.43484058,79.88450024,0.538987075,328,MAHOBA,UTTAR_PRADESH
21.5782917,76.25288172,0.549467752,329,BURHANPUR,MADHYA_PRADESH
25.20811779,87.2363557,0.59538671,330,BHAGALPUR,BIHAR
12.75039357,79.65004243,0.641525587,331,TIRUVANNAMALAI,TAMIL_NADU
24.50213413,76.32591351,0.646386315,332,JHALAWAR,RAJASTHAN
15.016558,79.02124879,0.586851301,333,Y_S_R_KADAPA,ANDHRA_PRADESH
18.92534786,73.25808548,0.701605335,334,RAYGAD,MAHARASHTRA
14.43815751,79.94851245,0.708723889,335,POTTI_SRIRAMULU_NELLORE,ANDHRA_PRADESH
25.72900294,85.39308428,0.59641624,336,VAISHALI,BIHAR
12.124375,75.1551875,0.77049826,337,KASARAGOD,KERALA
28.95120967,79.58833156,0.711588977,338,UDHAM_SINGH_NAGAR,UTTARAKHAND
15.17175,74.67809,0.67517051,340,UTTARA__KANNADA,KARNATAKA
18.18957371,83.1868446,0.605936002,341,VIZIANAGARAM,ANDHRA_PRADESH
32.6193551,76.06989971,0.668433565,342,CHAMBA,HIMACHAL_PRADESH
19.27312857,79.26750701,0.617996211,343,KUMURAM_BHEEM,TELANGANA
23.60664769,85.31113853,0.609970847,344,RAMGARH,JHARKHAND
25.52767695,79.13127968,0.53453107,345,JHANSI,UTTAR_PRADESH
16.72378226,77.77718116,0.611734444,346,MAHABUBNAGAR,TELANGANA
23.708375,78.731,0.58329474,347,SAGAR,MADHYA_PRADESH
9.300375,77.152875,0.664317149,348,PATTANAMTHITTA,KERALA
25.07265228,78.77042833,0.577621802,349,TIKAMGARH,MADHYA_PRADESH
20.02118263,77.45211011,0.589148208,350,YAVATMAL,MAHARASHTRA
8.641621719,77.40693664,0.687216856,351,TIRUNELVELI,TAMIL_NADU
24.92254917,92.61152049,0.567834958,352,CACHAR,ASSAM
24.54146247,77.26062925,0.558695213,353,GUNA,MADHYA_PRADESH
20.40450701,79.17679287,0.587615921,354,CHANDRAPUR,MAHARASHTRA
18.30260117,79.85563124,0.623899178,355,JAYASHANKAR_BHUPALAPALLY,TELANGANA
23.68836555,73.40373054,0.582626822,356,ARAVALLI,GUJARAT
25.33077009,85.46367249,0.599132619,357,NALANDA,BIHAR
33.1474625,74.80920425,0.711040853,358,RIASI,JAMMU_AND_KASHMIR
15.43387213,80.10197399,0.645317536,359,PRAKASAM,ANDHRA_PRADESH
10.22565897,76.23135274,0.754263896,360,TRISSUR,KERALA
14.78022492,78.23899413,0.546678759,361,Y_S_R_KADAPA,ANDHRA_PRADESH
18.8353339,74.92559606,0.674363334,362,BID,MAHARASHTRA
20.497875,73.88375,0.642842961,363,NASHIK,MAHARASHTRA
26.12071045,91.65087815,0.678509675,364,KAMRUP_METRO,ASSAM
20.72008806,82.4598049,0.583480804,365,NUAPARHA,ODISHA
20.72090118,76.1792395,0.636942006,366,BULDHANA,MAHARASHTRA
15.04667981,79.70014239,0.567534256,367,PRAKASAM,ANDHRA_PRADESH
14.18857546,74.77727923,0.592211687,368,SHIVAMOGGA,KARNATAKA
16.18885958,77.64410209,0.614548019,369,JOGULAMBA_GADWAL,TELANGANA
14.98325,79.29375,0.5912754,370,POTTI_SRIRAMULU_NELLORE,ANDHRA_PRADESH
22.12248444,86.23934704,0.572958752,371,MAYURBHANJ,ODISHA
18.01366727,75.9214625,0.62474896,372,SOLAPUR,MAHARASHTRA
14.11456037,80.04029994,0.64544172,373,POTTI_SRIRAMULU_NELLORE,ANDHRA_PRADESH
25.64375,91.87925,0.693513475,374,RI_BHOI,MEGHALAYA
25.70711177,83.91604734,0.594184463,375,GAZIPUR,UTTAR_PRADESH
21.7485298,71.64082049,0.597596144,376,BHAVNAGAR,GUJARAT
25.5630768,74.90084571,0.636411967,377,BHILWARA,RAJASTHAN
25.36994559,85.87059203,0.579382026,378,PATNA,BIHAR
25.65567797,84.41786668,0.549647168,379,BHOJPUR,BIHAR
25.77495674,84.85792408,0.575757915,380,SARAN,BIHAR
25.5093232,92.62050164,0.607636796,381,DIMA_HASAO,ASSAM
